Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
100.0,112639823,759,148405.6,150819.0,5568,206917,17125.4,"count_kmers_kernel(const unsigned char *, unsigned long, unsigned long long *)"
